geonum,asian_nh_index,pop
1080350140071.0,7.718765526712847,2223.0
1080350141141.0,3.628289979206196,980.0
1080350141162.0,13.942627769172725,1474.0
1080310045053.0,4.472609030971159,1590.0
1080140309001.0,3.473656616323567,1681.0
1080050836001.0,2.669450668194265,2053.0
1080050067093.0,2.946442054732702,775.0
1080050856002.0,3.547385993986721,1784.0
1080130123002.0,12.3866911880141,2149.0
1080690016021.0,2.754883824632788,746.0
1080310068113.0,4.5060213663497795,1723.0
1080310120103.0,3.372689310367717,2331.0
1080010082002.0,2.944055885268228,2205.0
1080010078023.0,2.975913812647145,1721.0
1080010092042.0,2.7233772167804213,1653.0
1080050850001.0,5.127123418283119,2036.0
1080050068082.0,2.7736003883060083,1035.0
1080050839001.0,5.327240114417288,2033.0
1080050825002.0,3.599200233233029,1142.0
1080130606001.0,5.04853804446122,1092.0
1080590120414.0,4.357290575871855,1677.0
1080310030032.0,3.6024767648185287,1639.0
1080310045041.0,2.8742988058712413,1657.0
1080310014014.0,8.733128588788016,1849.0
1080310045062.0,3.73526596360607,1310.0
1080859666014.0,3.3656920296408135,1008.0
1080710004001.0,3.0016914031396364,739.0
1080590117311.0,4.612797211940578,2065.0
1080310120012.0,3.0938692124510845,601.0
1080010094073.0,2.889639662179773,1445.0
1080050807001.0,5.103043178544472,2052.0
1080130132133.0,4.2895755110661415,1270.0
1080130133053.0,3.5693445141611844,1837.0
1080039602005.0,2.933929942348711,656.0
1080590158003.0,2.9210312109001064,1731.0
1080350140091.0,2.691259126778174,1600.0
1080310040062.0,3.331626320838781,1596.0
1080310068123.0,3.3374950667116066,1212.0
1080010093221.0,2.8534017534434395,2115.0
1080050831003.0,3.9993204467911534,2186.0
1080050855002.0,3.1708942791156285,2181.0
1080050066013.0,3.128802617871083,1835.0
1080130122033.0,3.319446458335917,1366.0
1080130126074.0,3.708251922399764,1733.0
1080590117021.0,2.7725174849816243,1106.0
1080350141303.0,2.912618102573781,1512.0
1080310014024.0,4.26619676635906,2271.0
1080140313002.0,3.1436029821143876,633.0
1080010093234.0,3.342205959324791,937.0
1080050072023.0,6.428258097657399,1563.0
1080050803001.0,5.86346172090174,701.0
1080050068154.0,9.820555277788037,382.0
1080050071071.0,2.6812725018406343,6582.0
1080590120451.0,3.13075248317785,2334.0
1080590098271.0,4.805966822733246,2973.0
1080590118041.0,3.0464541079482457,1210.0
1080310055034.0,3.05708396046144,875.0
1080310013011.0,4.607944693219864,892.0
1080310021002.0,3.32175349139485,1532.0
1081230010042.0,2.8437174592870895,2604.0
1080050867001.0,3.142330908977854,3322.0
1080050068551.0,4.72744942339398,3395.0
1080050859001.0,4.734386706351405,3266.0
1080050072012.0,4.03549875445075,2611.0
1080130613002.0,4.383320435988882,1801.0
1080410051051.0,4.480181665074863,3495.0
1080310044043.0,11.913515932279884,2374.0
1080140304002.0,2.644304192518499,1320.0
1080010094061.0,3.212706028293504,1848.0
1080050833002.0,3.4779431033467127,1829.0
1080050834003.0,3.151741334732119,2039.0
1080050844001.0,2.9534621685458844,1469.0
1080050071061.0,4.632227830333341,2000.0
1080050068152.0,4.144424763112188,1527.0
1080050845001.0,3.8350176235920665,1378.0
1080050803003.0,3.949414774847136,2321.0
1080130135082.0,3.5397605535960506,1880.0
1080130126032.0,3.238019364719827,947.0
1081190101042.0,2.6665252361531087,1309.0
1080590120461.0,2.8673238386392326,1479.0
1080590117281.0,5.319098236125618,877.0
1080140312001.0,3.5098891565192907,2054.0
1080140310003.0,4.317319162230391,2297.0
1080050067071.0,2.7129738570452493,1491.0
1080050819004.0,11.783367532846018,1578.0
1080410045034.0,2.7546662009765064,6229.0
1080410051111.0,5.994083631383723,1932.0
1080410064003.0,3.4703534839176964,799.0
1080410028004.0,8.233000503275221,420.0
1080590117272.0,3.2161867498842875,1349.0
1080590098381.0,2.644386295918149,3010.0
1080930005001.0,3.0212489154107005,799.0
1080310040063.0,5.947659401664929,1437.0
1080310046021.0,3.488080830718661,2310.0
1080010092061.0,3.1797478975373488,2257.0
1080050851003.0,5.756013016537598,2777.0
1080050068563.0,5.130526092227134,3993.0
1080050818003.0,4.681307645224325,1324.0
1080130128003.0,2.772719389375428,5259.0
1080590098281.0,10.620895778687649,1634.0
1080690011102.0,4.611510110036036,1436.0
1080010090024.0,2.7678698089913265,1485.0
1080050848002.0,3.5361867478402544,1107.0
1080130126051.0,9.623644021345733,461.0
1080130134024.0,3.141631346522854,758.0
1080410025023.0,3.3043800564259804,2162.0
1080590120231.0,5.523089185673317,1766.0
1080350141392.0,3.6168032957443907,2327.0
1080350140102.0,3.6165546284729877,1353.0
1080310013012.0,2.996918268794616,1230.0
1080310070881.0,5.968914953371041,1492.0
1080310047001.0,4.007225827111106,521.0
1080050859002.0,2.607251935731302,2127.0
1080050862001.0,3.3677072235576566,2441.0
1080870005002.0,5.31606741091985,675.0
1080590102091.0,2.664703350239825,2681.0
1080590117091.0,5.130356396699693,1011.0
1080350141381.0,3.2374191515880693,1320.0
1080310083062.0,2.8217893507249237,1815.0
1080050857004.0,5.728484877172793,1156.0
1080050073024.0,14.498365666145043,873.0
1080410059002.0,4.324141403609007,943.0
1080410065023.0,2.9492704745426384,1637.0
1080590119511.0,2.728004325224243,2559.0
1080590120241.0,3.3884083629426076,1550.0
1080590120543.0,5.837968961880125,732.0
1080350140072.0,3.059595660722154,757.0
1080310010002.0,3.1851291525141603,932.0
1080010085462.0,3.344095397367123,1990.0
1080010085261.0,2.6491530625899284,1687.0
1080010096082.0,4.790183708906605,1900.0
1080050826002.0,3.0288304685233998,797.0
1080050068153.0,4.676892150369368,2232.0
1080130121023.0,5.880635896523699,1409.0
1080130614001.0,5.4003434473411795,4017.0
1080590120503.0,2.864762054429509,1765.0
1080310014021.0,2.6300076332151368,1414.0
1080310030041.0,4.921939665847147,2724.0
1080010085481.0,2.861870646062679,1630.0
1081230010033.0,2.722936857546662,1210.0
1081230010056.0,5.644588430695794,1780.0
1080050864001.0,2.8157352267408005,1425.0
1080050814002.0,7.848028371456773,1035.0
1080590116021.0,3.308077799880982,1065.0
1080140311003.0,2.6494475328996017,1773.0
1080010093102.0,2.9781674696380738,942.0
1080010078012.0,10.14885596630153,2430.0
1081230020121.0,2.981654596716893,1291.0
1080050849001.0,3.8061657487533593,1577.0
1080050863003.0,6.468365098298492,1634.0
1080050067131.0,7.829918474396011,1629.0
1080050816001.0,2.9270107537958623,769.0
1080130132131.0,3.6546050814564346,4106.0
1080410051062.0,2.73446582308433,3054.0
1080590110001.0,2.9810608256107627,766.0
1080350140101.0,3.487814381949987,1431.0
1080310046035.0,4.331828766104311,1107.0
1080310021004.0,8.801858989252171,719.0
1080310083892.0,3.844810616146532,3012.0
1080310044051.0,2.8899705940642844,1569.0
1080010081001.0,3.1872636652951645,1525.0
1080010085264.0,4.337205570565314,707.0
1080459517013.0,6.723478734490927,1048.0
1080050068541.0,5.262558078718478,2994.0
1080050862003.0,4.598497732750476,2795.0
1080050831002.0,6.678185555125028,2628.0
1080050068552.0,9.789064144578306,2446.0
1080050817001.0,4.49206952062589,2273.0
1080050073012.0,4.043716233434534,1081.0
1080590105023.0,2.7715015883044196,1742.0
1080350141371.0,3.437062030393722,3711.0
1080350140084.0,4.04228429940717,3688.0
1080140308004.0,7.83833903505368,1698.0
1080010080005.0,6.684172994612457,1020.0
1080010083534.0,4.107134967615641,2629.0
1080050849002.0,4.402763947307428,1756.0
1080050835004.0,3.854571191065727,2632.0
1080350141372.0,5.1796211725265815,3804.0
1080310050021.0,3.6513411686878197,813.0
1080010085263.0,4.195245082461519,1734.0
1080010086063.0,5.19232126797928,3468.0
1080050848003.0,3.0120733548567884,574.0
1080050868002.0,6.900125018238419,2326.0
1080050827001.0,3.901766054271387,1530.0
1080050832001.0,3.855428836817811,1633.0
1080050808002.0,3.0542720909174212,769.0
1080050067062.0,2.996389163545562,2406.0
1080050068151.0,2.858569519227051,582.0
1080350141341.0,3.424270896853804,2696.0
1080310070884.0,7.112130703887321,1243.0
1080140314002.0,2.7294851690732034,2462.0
1080010085331.0,4.018777750960629,3393.0
1080050863002.0,4.805215591632097,2410.0
1080050869001.0,4.721862267199843,1209.0
1080130122032.0,3.931529360190921,3460.0
1080410037082.0,7.0449804997465355,852.0
1080410038011.0,4.64636051021859,674.0
1080350141261.0,3.277103815154916,1961.0
1080690005032.0,3.2574952709382385,2814.0
1080140309003.0,6.613945162133176,1164.0
1080140300001.0,3.5997045701255166,2039.0
1080010093091.0,6.2422612193837,2221.0
1080050867002.0,2.6866860441498335,1712.0
1080050074003.0,2.92295875855925,1183.0
1080050073021.0,3.73165507277122,1862.0
1080050830001.0,5.9721846863205235,3758.0
1080130606003.0,10.186416499115378,2895.0
1080590117262.0,4.5210788457861675,1876.0
1080590118053.0,2.700168311562517,2380.0
1080350141271.0,3.6901948810889533,2652.0
1080690023002.0,2.639377250433861,1891.0
1080310047006.0,2.8250006026786716,3291.0
1080310156002.0,5.633906164793448,2594.0
1080310068102.0,3.6404539610287605,2285.0
1081230020111.0,2.907552679786696,1380.0
1081230021023.0,3.1285184654219074,2002.0
1080050823001.0,3.4264123175026233,695.0
1080050832003.0,4.427530257680646,3986.0
1080130132123.0,2.939629259080589,2286.0
1080130126052.0,2.6571961337865484,1154.0
1080410047021.0,2.6932907038176914,1405.0
1080310120101.0,7.7541010403512045,1809.0
1080310083052.0,3.194307928456503,1491.0
1080310046022.0,2.6654604045142967,2668.0
1080310027033.0,3.5552356739569477,1202.0
1080310043013.0,3.1415203335069224,1163.0
1080140305002.0,3.594486836664697,1806.0
1080140314001.0,8.194276870049025,1047.0
1080010085265.0,4.63330971991261,1387.0
1080010094013.0,3.8979825912650776,2519.0
1080050835002.0,2.759191110446768,934.0
1080130123001.0,3.034063820644567,4763.0
1080590605001.0,2.6917397945986377,1527.0
1080350141101.0,3.525423388724051,1462.0
1080350139074.0,4.7580692457447995,857.0
1080350141362.0,3.6785488622606564,2687.0
1080350141382.0,3.5733000285664076,1908.0
1080690011071.0,4.00974329020611,1741.0
1080310068041.0,6.151911982408939,1209.0
1080140301001.0,4.605683830034797,1197.0
1080010092043.0,6.096884874723385,2183.0
1080010083081.0,8.61493647953933,1526.0
1080050826004.0,4.309329471669439,2165.0
1080050872001.0,3.958542535812635,1335.0
1080590098272.0,4.417730777767608,1307.0
1080690010035.0,4.133306001313279,1026.0
1080310013015.0,6.329510384100635,871.0
1080310070061.0,6.488612830914093,2745.0
1080310052004.0,3.268803302029634,978.0
1080050855003.0,2.7635006380221214,1629.0
1080050802001.0,6.125100684906213,1422.0
1080050820002.0,3.709755688541342,1064.0
1080130129072.0,2.663828040409669,1543.0
1080130125111.0,5.000202751199624,1631.0
1080410063021.0,3.6444924913943018,4189.0
1080590098501.0,3.20865469660587,1220.0
1080590102124.0,2.9269493638599617,1382.0
1080310051042.0,3.5736842337197405,1780.0
1080310083882.0,2.7073643185391263,2699.0
1080010601002.0,3.1086585842725407,4995.0
1080010085455.0,4.101274654939292,1209.0
1080370005022.0,2.8818837275036775,1630.0
1080050857001.0,3.688630134142908,1415.0
1080050067043.0,2.673878913838225,1037.0
1080130125012.0,2.680309083570902,499.0
1080130125053.0,3.5290751378758043,721.0
1080590117203.0,2.864762054429509,2118.0
1080590098311.0,3.0624098907061468,1225.0
1080350140062.0,3.5628619810824778,2701.0
1080350141104.0,8.390257908648751,972.0
1080310119032.0,3.1996111377090104,887.0
1080010093261.0,5.7179872157463585,1586.0
1080010093043.0,4.960846316641795,1085.0
1080050073023.0,3.5259630786713285,1323.0
1080130606002.0,5.302740417806315,2067.0
1080130607003.0,3.047896099754933,1477.0
1080130613001.0,3.151925103433897,1480.0
1080439792001.0,4.989143479232265,255.0
1080590120502.0,2.871477744523097,1954.0
1080350141391.0,2.79611337847083,1680.0
1080350141161.0,5.494481268075623,1888.0
1080299648001.0,3.6289742356614556,1654.0
1080310055031.0,3.7317451473593124,778.0
1080010096072.0,3.1562323728972657,1571.0
1080010080001.0,12.555688971670572,278.0
1080010093042.0,3.4161960168175436,974.0
1080010093212.0,8.634189309309955,1107.0
1080050067114.0,2.7149358932894185,1550.0
1080050829003.0,3.3423486422977815,732.0
1080050056112.0,4.342379356073278,1525.0
1080050068581.0,5.410192098005024,1833.0
1080050804002.0,4.573082628340142,2140.0
1080410033034.0,3.4838305848261144,1133.0
1080590102093.0,3.3998706232074496,1871.0
1080590117261.0,2.618557281138124,1769.0
1080899686002.0,3.1483369629681244,860.0
1080310048012.0,3.4721229439477375,1569.0
1080310028034.0,3.9236132219097226,1297.0
1080050834002.0,3.4852912083680723,2602.0
1080050832002.0,3.3706289137368244,2255.0
1080050068583.0,7.592698117148432,1435.0
1080050068582.0,2.851716341893857,1693.0
1080130125113.0,5.609818522342734,2861.0
1080590603001.0,5.440697136804954,1427.0
1080350141163.0,2.8381355121381144,2839.0
1080690011111.0,3.021367085274799,1382.0
1080310027025.0,2.9689069018594765,890.0
1080310052001.0,3.4930272997835834,551.0
1080010093274.0,5.723039078741464,684.0
1081230004022.0,2.6113127816178725,1624.0
1081230020082.0,3.9177568987561053,1224.0
1080050851002.0,7.9989039192300995,1929.0
1080050852001.0,2.669017315813065,1540.0
1080050836002.0,3.30562737188107,1125.0
1080050837002.0,6.024393178406311,2767.0
1080050072022.0,4.15055736341534,951.0
1080050807002.0,3.4317232494178174,1635.0
1080050067122.0,3.0382604520965715,408.0
1080050821001.0,10.191209955813928,2071.0
1080050067121.0,2.989734264149054,982.0
1080310040052.0,3.1971355628898195,1857.0
1080310017014.0,7.566433722922522,1371.0
1080310157003.0,6.682923894011587,1357.0
1080310027031.0,3.1109656348779997,1489.0
1080010096041.0,2.6959770866798634,2299.0
1080050851001.0,3.7362968557763385,2174.0
1080050814003.0,2.906571144575358,1156.0
1080050861001.0,7.50744610353825,1221.0
1080130134025.0,2.8420883368612317,3122.0
1080410009002.0,2.816642845273112,1135.0
1080590118033.0,3.9009900687504646,577.0
1080590098494.0,2.869104289957016,830.0
1080350141373.0,4.333259974937498,2409.0
1080350141102.0,3.612501385126867,1499.0
1080140305001.0,7.601084912347887,618.0
1080140310002.0,6.050471049586045,2038.0
1080010085511.0,4.485695122982577,1549.0
1080010078011.0,4.4718157722468455,1707.0
1080050868004.0,2.6598924702889173,1300.0
1080050837001.0,4.418728396029032,1351.0
1080050068572.0,3.435293405912364,1168.0
1080130122023.0,3.2021980861052635,1905.0
